method,split,seed,extractor,evidence_status,metric,value
coordinate,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,
coordinate,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,
coordinate,development,43,vitpose_base,automated-source-screen,amplitude_ratio,
direct,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,
direct,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,
direct,development,17,vitpose_base,automated-source-screen,amplitude_ratio,
direct,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,
direct,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,
direct,development,29,vitpose_base,automated-source-screen,amplitude_ratio,
direct,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,
direct,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,
direct,development,43,vitpose_base,automated-source-screen,amplitude_ratio,
filter0,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,
filter0,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,
filter0,development,17,vitpose_base,automated-source-screen,amplitude_ratio,
filter0,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,
filter0,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,
filter0,development,29,vitpose_base,automated-source-screen,amplitude_ratio,
filter0,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,
filter0,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,
filter0,development,43,vitpose_base,automated-source-screen,amplitude_ratio,
filter1,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,
filter1,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,
filter1,development,17,vitpose_base,automated-source-screen,amplitude_ratio,
filter1,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,
filter1,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,
filter1,development,29,vitpose_base,automated-source-screen,amplitude_ratio,
filter1,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,
filter1,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,
filter1,development,43,vitpose_base,automated-source-screen,amplitude_ratio,
filter2,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,
filter2,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,
filter2,development,17,vitpose_base,automated-source-screen,amplitude_ratio,
filter2,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,
filter2,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,
filter2,development,29,vitpose_base,automated-source-screen,amplitude_ratio,
filter2,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,
filter2,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,
filter2,development,43,vitpose_base,automated-source-screen,amplitude_ratio,
initialized,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,
initialized,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,
initialized,development,17,vitpose_base,automated-source-screen,amplitude_ratio,
initialized,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,
initialized,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,
initialized,development,29,vitpose_base,automated-source-screen,amplitude_ratio,
initialized,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,
initialized,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,
initialized,development,43,vitpose_base,automated-source-screen,amplitude_ratio,
joint_affine,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,
joint_affine,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,
joint_affine,development,17,vitpose_base,automated-source-screen,amplitude_ratio,
joint_affine,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,
joint_affine,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,
joint_affine,development,29,vitpose_base,automated-source-screen,amplitude_ratio,
joint_affine,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,
joint_affine,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,
joint_affine,development,43,vitpose_base,automated-source-screen,amplitude_ratio,
joint_offset,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,
joint_offset,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,
joint_offset,development,17,vitpose_base,automated-source-screen,amplitude_ratio,
joint_offset,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,
joint_offset,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,
joint_offset,development,29,vitpose_base,automated-source-screen,amplitude_ratio,
joint_offset,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,
joint_offset,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,
joint_offset,development,43,vitpose_base,automated-source-screen,amplitude_ratio,
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,
ordinary_jepa,development,17,vitpose_base,automated-source-screen,amplitude_ratio,
ordinary_jepa,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,
ordinary_jepa,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,
ordinary_jepa,development,29,vitpose_base,automated-source-screen,amplitude_ratio,
ordinary_jepa,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,
ordinary_jepa,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,
ordinary_jepa,development,43,vitpose_base,automated-source-screen,amplitude_ratio,
paired_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,
paired_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,
paired_jepa,development,17,vitpose_base,automated-source-screen,amplitude_ratio,
paired_jepa,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,
paired_jepa,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,
paired_jepa,development,29,vitpose_base,automated-source-screen,amplitude_ratio,
paired_jepa,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,
paired_jepa,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,
paired_jepa,development,43,vitpose_base,automated-source-screen,amplitude_ratio,
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,
shuffled_jepa,development,17,vitpose_base,automated-source-screen,amplitude_ratio,
shuffled_jepa,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,
shuffled_jepa,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,
shuffled_jepa,development,29,vitpose_base,automated-source-screen,amplitude_ratio,
shuffled_jepa,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,
shuffled_jepa,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,
shuffled_jepa,development,43,vitpose_base,automated-source-screen,amplitude_ratio,
smoothnet,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,
smoothnet,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,
smoothnet,development,17,vitpose_base,automated-source-screen,amplitude_ratio,
smoothnet,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,
smoothnet,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,
smoothnet,development,29,vitpose_base,automated-source-screen,amplitude_ratio,
smoothnet,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,
smoothnet,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,
smoothnet,development,43,vitpose_base,automated-source-screen,amplitude_ratio,
static,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,
static,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,
static,development,17,vitpose_base,automated-source-screen,amplitude_ratio,
static,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,
static,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,
static,development,29,vitpose_base,automated-source-screen,amplitude_ratio,
static,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,
static,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,
static,development,43,vitpose_base,automated-source-screen,amplitude_ratio,
unchanged,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,
unchanged,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,
unchanged,development,17,vitpose_base,automated-source-screen,amplitude_ratio,
unchanged,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,
unchanged,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,
unchanged,development,29,vitpose_base,automated-source-screen,amplitude_ratio,
unchanged,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,
unchanged,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,
unchanged,development,43,vitpose_base,automated-source-screen,amplitude_ratio,
coordinate,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,
coordinate,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,
coordinate,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,
coordinate,development,29,hrnet_w32,automated-source-screen,event_timing_mae_s,
coordinate,development,29,rtmpose_m,automated-source-screen,event_timing_mae_s,
coordinate,development,29,vitpose_base,automated-source-screen,event_timing_mae_s,
coordinate,development,43,hrnet_w32,automated-source-screen,event_timing_mae_s,
coordinate,development,43,rtmpose_m,automated-source-screen,event_timing_mae_s,
coordinate,development,43,vitpose_base,automated-source-screen,event_timing_mae_s,
direct,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,
direct,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,
direct,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,
direct,development,29,hrnet_w32,automated-source-screen,event_timing_mae_s,
direct,development,29,rtmpose_m,automated-source-screen,event_timing_mae_s,
direct,development,29,vitpose_base,automated-source-screen,event_timing_mae_s,
direct,development,43,hrnet_w32,automated-source-screen,event_timing_mae_s,
direct,development,43,rtmpose_m,automated-source-screen,event_timing_mae_s,
direct,development,43,vitpose_base,automated-source-screen,event_timing_mae_s,
filter0,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,
filter0,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,
filter0,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,
filter0,development,29,hrnet_w32,automated-source-screen,event_timing_mae_s,
filter0,development,29,rtmpose_m,automated-source-screen,event_timing_mae_s,
filter0,development,29,vitpose_base,automated-source-screen,event_timing_mae_s,
filter0,development,43,hrnet_w32,automated-source-screen,event_timing_mae_s,
filter0,development,43,rtmpose_m,automated-source-screen,event_timing_mae_s,
filter0,development,43,vitpose_base,automated-source-screen,event_timing_mae_s,
filter1,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,
filter1,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,
filter1,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,
filter1,development,29,hrnet_w32,automated-source-screen,event_timing_mae_s,
filter1,development,29,rtmpose_m,automated-source-screen,event_timing_mae_s,
filter1,development,29,vitpose_base,automated-source-screen,event_timing_mae_s,
filter1,development,43,hrnet_w32,automated-source-screen,event_timing_mae_s,
filter1,development,43,rtmpose_m,automated-source-screen,event_timing_mae_s,
filter1,development,43,vitpose_base,automated-source-screen,event_timing_mae_s,
filter2,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,
filter2,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,
filter2,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,
filter2,development,29,hrnet_w32,automated-source-screen,event_timing_mae_s,
filter2,development,29,rtmpose_m,automated-source-screen,event_timing_mae_s,
filter2,development,29,vitpose_base,automated-source-screen,event_timing_mae_s,
filter2,development,43,hrnet_w32,automated-source-screen,event_timing_mae_s,
filter2,development,43,rtmpose_m,automated-source-screen,event_timing_mae_s,
filter2,development,43,vitpose_base,automated-source-screen,event_timing_mae_s,
initialized,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,
initialized,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,
initialized,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,
initialized,development,29,hrnet_w32,automated-source-screen,event_timing_mae_s,
initialized,development,29,rtmpose_m,automated-source-screen,event_timing_mae_s,
initialized,development,29,vitpose_base,automated-source-screen,event_timing_mae_s,
initialized,development,43,hrnet_w32,automated-source-screen,event_timing_mae_s,
initialized,development,43,rtmpose_m,automated-source-screen,event_timing_mae_s,
initialized,development,43,vitpose_base,automated-source-screen,event_timing_mae_s,
joint_affine,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,
joint_affine,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,
joint_affine,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,
joint_affine,development,29,hrnet_w32,automated-source-screen,event_timing_mae_s,
joint_affine,development,29,rtmpose_m,automated-source-screen,event_timing_mae_s,
joint_affine,development,29,vitpose_base,automated-source-screen,event_timing_mae_s,
joint_affine,development,43,hrnet_w32,automated-source-screen,event_timing_mae_s,
joint_affine,development,43,rtmpose_m,automated-source-screen,event_timing_mae_s,
joint_affine,development,43,vitpose_base,automated-source-screen,event_timing_mae_s,
joint_offset,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,
joint_offset,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,
joint_offset,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,
joint_offset,development,29,hrnet_w32,automated-source-screen,event_timing_mae_s,
joint_offset,development,29,rtmpose_m,automated-source-screen,event_timing_mae_s,
joint_offset,development,29,vitpose_base,automated-source-screen,event_timing_mae_s,
joint_offset,development,43,hrnet_w32,automated-source-screen,event_timing_mae_s,
joint_offset,development,43,rtmpose_m,automated-source-screen,event_timing_mae_s,
joint_offset,development,43,vitpose_base,automated-source-screen,event_timing_mae_s,
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,
ordinary_jepa,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,
ordinary_jepa,development,29,hrnet_w32,automated-source-screen,event_timing_mae_s,
ordinary_jepa,development,29,rtmpose_m,automated-source-screen,event_timing_mae_s,
ordinary_jepa,development,29,vitpose_base,automated-source-screen,event_timing_mae_s,
ordinary_jepa,development,43,hrnet_w32,automated-source-screen,event_timing_mae_s,
ordinary_jepa,development,43,rtmpose_m,automated-source-screen,event_timing_mae_s,
ordinary_jepa,development,43,vitpose_base,automated-source-screen,event_timing_mae_s,
paired_jepa,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,
paired_jepa,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,
paired_jepa,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,
paired_jepa,development,29,hrnet_w32,automated-source-screen,event_timing_mae_s,
paired_jepa,development,29,rtmpose_m,automated-source-screen,event_timing_mae_s,
paired_jepa,development,29,vitpose_base,automated-source-screen,event_timing_mae_s,
paired_jepa,development,43,hrnet_w32,automated-source-screen,event_timing_mae_s,
paired_jepa,development,43,rtmpose_m,automated-source-screen,event_timing_mae_s,
paired_jepa,development,43,vitpose_base,automated-source-screen,event_timing_mae_s,
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,
shuffled_jepa,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,
shuffled_jepa,development,29,hrnet_w32,automated-source-screen,event_timing_mae_s,
shuffled_jepa,development,29,rtmpose_m,automated-source-screen,event_timing_mae_s,
shuffled_jepa,development,29,vitpose_base,automated-source-screen,event_timing_mae_s,
shuffled_jepa,development,43,hrnet_w32,automated-source-screen,event_timing_mae_s,
shuffled_jepa,development,43,rtmpose_m,automated-source-screen,event_timing_mae_s,
shuffled_jepa,development,43,vitpose_base,automated-source-screen,event_timing_mae_s,
smoothnet,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,
smoothnet,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,
smoothnet,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,
smoothnet,development,29,hrnet_w32,automated-source-screen,event_timing_mae_s,
smoothnet,development,29,rtmpose_m,automated-source-screen,event_timing_mae_s,
smoothnet,development,29,vitpose_base,automated-source-screen,event_timing_mae_s,
smoothnet,development,43,hrnet_w32,automated-source-screen,event_timing_mae_s,
smoothnet,development,43,rtmpose_m,automated-source-screen,event_timing_mae_s,
smoothnet,development,43,vitpose_base,automated-source-screen,event_timing_mae_s,
static,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,
static,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,
static,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,
static,development,29,hrnet_w32,automated-source-screen,event_timing_mae_s,
static,development,29,rtmpose_m,automated-source-screen,event_timing_mae_s,
static,development,29,vitpose_base,automated-source-screen,event_timing_mae_s,
static,development,43,hrnet_w32,automated-source-screen,event_timing_mae_s,
static,development,43,rtmpose_m,automated-source-screen,event_timing_mae_s,
static,development,43,vitpose_base,automated-source-screen,event_timing_mae_s,
unchanged,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,
unchanged,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,
unchanged,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,
unchanged,development,29,hrnet_w32,automated-source-screen,event_timing_mae_s,
unchanged,development,29,rtmpose_m,automated-source-screen,event_timing_mae_s,
unchanged,development,29,vitpose_base,automated-source-screen,event_timing_mae_s,
unchanged,development,43,hrnet_w32,automated-source-screen,event_timing_mae_s,
unchanged,development,43,rtmpose_m,automated-source-screen,event_timing_mae_s,
unchanged,development,43,vitpose_base,automated-source-screen,event_timing_mae_s,
coordinate,development,17,hrnet_w32,automated-source-screen,p95_nle,0.02903611063176201
coordinate,development,17,rtmpose_m,automated-source-screen,p95_nle,0.027087126351523903
coordinate,development,17,vitpose_base,automated-source-screen,p95_nle,0.03439544414586501
coordinate,development,29,hrnet_w32,automated-source-screen,p95_nle,0.02901917118486342
coordinate,development,29,rtmpose_m,automated-source-screen,p95_nle,0.027294027029985433
coordinate,development,29,vitpose_base,automated-source-screen,p95_nle,0.03456707871166296
coordinate,development,43,hrnet_w32,automated-source-screen,p95_nle,0.029345592634752754
coordinate,development,43,rtmpose_m,automated-source-screen,p95_nle,0.02732599333247803
coordinate,development,43,vitpose_base,automated-source-screen,p95_nle,0.034411232650556726
direct,development,17,hrnet_w32,automated-source-screen,p95_nle,0.026933084532986814
direct,development,17,rtmpose_m,automated-source-screen,p95_nle,0.025148204428087517
direct,development,17,vitpose_base,automated-source-screen,p95_nle,0.0308685011046216
direct,development,29,hrnet_w32,automated-source-screen,p95_nle,0.025917271868441685
direct,development,29,rtmpose_m,automated-source-screen,p95_nle,0.024297034806822472
direct,development,29,vitpose_base,automated-source-screen,p95_nle,0.029171493173517412
direct,development,43,hrnet_w32,automated-source-screen,p95_nle,0.024489402238774362
direct,development,43,rtmpose_m,automated-source-screen,p95_nle,0.024240037389462586
direct,development,43,vitpose_base,automated-source-screen,p95_nle,0.02911410320993023
filter0,development,17,hrnet_w32,automated-source-screen,p95_nle,0.04103921170536262
filter0,development,17,rtmpose_m,automated-source-screen,p95_nle,0.038794615206735626
filter0,development,17,vitpose_base,automated-source-screen,p95_nle,0.046173025274156655
filter0,development,29,hrnet_w32,automated-source-screen,p95_nle,0.04103921170536266
filter0,development,29,rtmpose_m,automated-source-screen,p95_nle,0.038794615206735675
filter0,development,29,vitpose_base,automated-source-screen,p95_nle,0.046173025274156704
filter0,development,43,hrnet_w32,automated-source-screen,p95_nle,0.04103921170536266
filter0,development,43,rtmpose_m,automated-source-screen,p95_nle,0.038794615206735675
filter0,development,43,vitpose_base,automated-source-screen,p95_nle,0.046173025274156704
filter1,development,17,hrnet_w32,automated-source-screen,p95_nle,0.04014712324086696
filter1,development,17,rtmpose_m,automated-source-screen,p95_nle,0.03844997504943762
filter1,development,17,vitpose_base,automated-source-screen,p95_nle,0.04577156444540245
filter1,development,29,hrnet_w32,automated-source-screen,p95_nle,0.04014712324086701
filter1,development,29,rtmpose_m,automated-source-screen,p95_nle,0.03844997504943766
filter1,development,29,vitpose_base,automated-source-screen,p95_nle,0.0457715644454025
filter1,development,43,hrnet_w32,automated-source-screen,p95_nle,0.04014712324086701
filter1,development,43,rtmpose_m,automated-source-screen,p95_nle,0.03844997504943766
filter1,development,43,vitpose_base,automated-source-screen,p95_nle,0.0457715644454025
filter2,development,17,hrnet_w32,automated-source-screen,p95_nle,0.03969116521975191
filter2,development,17,rtmpose_m,automated-source-screen,p95_nle,0.038429094198286814
filter2,development,17,vitpose_base,automated-source-screen,p95_nle,0.04571547062875365
filter2,development,29,hrnet_w32,automated-source-screen,p95_nle,0.03969116521975196
filter2,development,29,rtmpose_m,automated-source-screen,p95_nle,0.03842909419828686
filter2,development,29,vitpose_base,automated-source-screen,p95_nle,0.04571547062875369
filter2,development,43,hrnet_w32,automated-source-screen,p95_nle,0.03969116521975196
filter2,development,43,rtmpose_m,automated-source-screen,p95_nle,0.03842909419828686
filter2,development,43,vitpose_base,automated-source-screen,p95_nle,0.04571547062875369
initialized,development,17,hrnet_w32,automated-source-screen,p95_nle,0.02901349974705924
initialized,development,17,rtmpose_m,automated-source-screen,p95_nle,0.02660977832765319
initialized,development,17,vitpose_base,automated-source-screen,p95_nle,0.03504027735271188
initialized,development,29,hrnet_w32,automated-source-screen,p95_nle,0.028903307199803302
initialized,development,29,rtmpose_m,automated-source-screen,p95_nle,0.026795834543597984
initialized,development,29,vitpose_base,automated-source-screen,p95_nle,0.035108349475556584
initialized,development,43,hrnet_w32,automated-source-screen,p95_nle,0.028918658452577774
initialized,development,43,rtmpose_m,automated-source-screen,p95_nle,0.026783439307924435
initialized,development,43,vitpose_base,automated-source-screen,p95_nle,0.034849559969721514
joint_affine,development,17,hrnet_w32,automated-source-screen,p95_nle,0.030025386320782995
joint_affine,development,17,rtmpose_m,automated-source-screen,p95_nle,0.027561894124360886
joint_affine,development,17,vitpose_base,automated-source-screen,p95_nle,0.0355647706201989
joint_affine,development,29,hrnet_w32,automated-source-screen,p95_nle,0.030025386320782995
joint_affine,development,29,rtmpose_m,automated-source-screen,p95_nle,0.027561894124360886
joint_affine,development,29,vitpose_base,automated-source-screen,p95_nle,0.0355647706201989
joint_affine,development,43,hrnet_w32,automated-source-screen,p95_nle,0.030025386320782995
joint_affine,development,43,rtmpose_m,automated-source-screen,p95_nle,0.027561894124360886
joint_affine,development,43,vitpose_base,automated-source-screen,p95_nle,0.0355647706201989
joint_offset,development,17,hrnet_w32,automated-source-screen,p95_nle,0.02983444302323223
joint_offset,development,17,rtmpose_m,automated-source-screen,p95_nle,0.02745992893839942
joint_offset,development,17,vitpose_base,automated-source-screen,p95_nle,0.03598488264389363
joint_offset,development,29,hrnet_w32,automated-source-screen,p95_nle,0.02983444302323223
joint_offset,development,29,rtmpose_m,automated-source-screen,p95_nle,0.02745992893839942
joint_offset,development,29,vitpose_base,automated-source-screen,p95_nle,0.03598488264389363
joint_offset,development,43,hrnet_w32,automated-source-screen,p95_nle,0.02983444302323223
joint_offset,development,43,rtmpose_m,automated-source-screen,p95_nle,0.02745992893839942
joint_offset,development,43,vitpose_base,automated-source-screen,p95_nle,0.03598488264389363
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,p95_nle,0.028940906553477492
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,p95_nle,0.02629844572838027
ordinary_jepa,development,17,vitpose_base,automated-source-screen,p95_nle,0.035073995166498534
ordinary_jepa,development,29,hrnet_w32,automated-source-screen,p95_nle,0.029016365824496005
ordinary_jepa,development,29,rtmpose_m,automated-source-screen,p95_nle,0.02682572360528049
ordinary_jepa,development,29,vitpose_base,automated-source-screen,p95_nle,0.03511081430728354
ordinary_jepa,development,43,hrnet_w32,automated-source-screen,p95_nle,0.028847595291659516
ordinary_jepa,development,43,rtmpose_m,automated-source-screen,p95_nle,0.026309191822286873
ordinary_jepa,development,43,vitpose_base,automated-source-screen,p95_nle,0.035377576819892086
paired_jepa,development,17,hrnet_w32,automated-source-screen,p95_nle,0.02916649745738214
paired_jepa,development,17,rtmpose_m,automated-source-screen,p95_nle,0.026658912640917826
paired_jepa,development,17,vitpose_base,automated-source-screen,p95_nle,0.0353612264127599
paired_jepa,development,29,hrnet_w32,automated-source-screen,p95_nle,0.02893661007207095
paired_jepa,development,29,rtmpose_m,automated-source-screen,p95_nle,0.026863368282872516
paired_jepa,development,29,vitpose_base,automated-source-screen,p95_nle,0.03526528170012817
paired_jepa,development,43,hrnet_w32,automated-source-screen,p95_nle,0.02905529763306116
paired_jepa,development,43,rtmpose_m,automated-source-screen,p95_nle,0.026794652133899373
paired_jepa,development,43,vitpose_base,automated-source-screen,p95_nle,0.03549992718702693
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,p95_nle,0.0291597305049457
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,p95_nle,0.02668260170692772
shuffled_jepa,development,17,vitpose_base,automated-source-screen,p95_nle,0.035415674512795536
shuffled_jepa,development,29,hrnet_w32,automated-source-screen,p95_nle,0.02896502087433342
shuffled_jepa,development,29,rtmpose_m,automated-source-screen,p95_nle,0.026820522247006887
shuffled_jepa,development,29,vitpose_base,automated-source-screen,p95_nle,0.03524537715074466
shuffled_jepa,development,43,hrnet_w32,automated-source-screen,p95_nle,0.029074757582110287
shuffled_jepa,development,43,rtmpose_m,automated-source-screen,p95_nle,0.02677528908179872
shuffled_jepa,development,43,vitpose_base,automated-source-screen,p95_nle,0.03549078342578135
smoothnet,development,17,hrnet_w32,automated-source-screen,p95_nle,0.03202445523168536
smoothnet,development,17,rtmpose_m,automated-source-screen,p95_nle,0.03043067106632727
smoothnet,development,17,vitpose_base,automated-source-screen,p95_nle,0.03818385122743087
smoothnet,development,29,hrnet_w32,automated-source-screen,p95_nle,0.03252335794953677
smoothnet,development,29,rtmpose_m,automated-source-screen,p95_nle,0.031209432467006335
smoothnet,development,29,vitpose_base,automated-source-screen,p95_nle,0.039002656561716004
smoothnet,development,43,hrnet_w32,automated-source-screen,p95_nle,0.032499748975406466
smoothnet,development,43,rtmpose_m,automated-source-screen,p95_nle,0.03117763944252793
smoothnet,development,43,vitpose_base,automated-source-screen,p95_nle,0.0389335296077293
static,development,17,hrnet_w32,automated-source-screen,p95_nle,0.028165471593395768
static,development,17,rtmpose_m,automated-source-screen,p95_nle,0.02591798322956578
static,development,17,vitpose_base,automated-source-screen,p95_nle,0.03309912020411033
static,development,29,hrnet_w32,automated-source-screen,p95_nle,0.02843498696074426
static,development,29,rtmpose_m,automated-source-screen,p95_nle,0.025929032375498737
static,development,29,vitpose_base,automated-source-screen,p95_nle,0.03332434711564926
static,development,43,hrnet_w32,automated-source-screen,p95_nle,0.028249477372115594
static,development,43,rtmpose_m,automated-source-screen,p95_nle,0.025929965663655557
static,development,43,vitpose_base,automated-source-screen,p95_nle,0.033238308399238095
unchanged,development,17,hrnet_w32,automated-source-screen,p95_nle,0.04103921170536262
unchanged,development,17,rtmpose_m,automated-source-screen,p95_nle,0.038794615206735626
unchanged,development,17,vitpose_base,automated-source-screen,p95_nle,0.046173025274156655
unchanged,development,29,hrnet_w32,automated-source-screen,p95_nle,0.04103921170536266
unchanged,development,29,rtmpose_m,automated-source-screen,p95_nle,0.038794615206735675
unchanged,development,29,vitpose_base,automated-source-screen,p95_nle,0.046173025274156704
unchanged,development,43,hrnet_w32,automated-source-screen,p95_nle,0.04103921170536266
unchanged,development,43,rtmpose_m,automated-source-screen,p95_nle,0.038794615206735675
unchanged,development,43,vitpose_base,automated-source-screen,p95_nle,0.046173025274156704
coordinate,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.01794118706984954
coordinate,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.015479240699274276
coordinate,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.02158078891648639
coordinate,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.018039935403982396
