method,split,seed,extractor,evidence_status,metric,value,condition
joint_affine,development,29,vitpose_base,automated-source-screen,p95_nle,0.0491283185124181,blur_obstruction
joint_affine,development,43,hrnet_w32,automated-source-screen,p95_nle,0.047004596145949304,blur_obstruction
joint_affine,development,43,rtmpose_m,automated-source-screen,p95_nle,0.041520452610575395,blur_obstruction
joint_affine,development,43,vitpose_base,automated-source-screen,p95_nle,0.0491283185124181,blur_obstruction
joint_offset,development,17,hrnet_w32,automated-source-screen,p95_nle,0.047181953401852786,blur_obstruction
joint_offset,development,17,rtmpose_m,automated-source-screen,p95_nle,0.04183438215609768,blur_obstruction
joint_offset,development,17,vitpose_base,automated-source-screen,p95_nle,0.0495053998206596,blur_obstruction
joint_offset,development,29,hrnet_w32,automated-source-screen,p95_nle,0.047181953401852786,blur_obstruction
joint_offset,development,29,rtmpose_m,automated-source-screen,p95_nle,0.04183438215609768,blur_obstruction
joint_offset,development,29,vitpose_base,automated-source-screen,p95_nle,0.0495053998206596,blur_obstruction
joint_offset,development,43,hrnet_w32,automated-source-screen,p95_nle,0.047181953401852786,blur_obstruction
joint_offset,development,43,rtmpose_m,automated-source-screen,p95_nle,0.04183438215609768,blur_obstruction
joint_offset,development,43,vitpose_base,automated-source-screen,p95_nle,0.0495053998206596,blur_obstruction
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,p95_nle,0.047134912114291175,blur_obstruction
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,p95_nle,0.041935816997409066,blur_obstruction
ordinary_jepa,development,17,vitpose_base,automated-source-screen,p95_nle,0.04921133249843607,blur_obstruction
ordinary_jepa,development,29,hrnet_w32,automated-source-screen,p95_nle,0.04729131042000513,blur_obstruction
ordinary_jepa,development,29,rtmpose_m,automated-source-screen,p95_nle,0.042821115794280384,blur_obstruction
ordinary_jepa,development,29,vitpose_base,automated-source-screen,p95_nle,0.04894185137380415,blur_obstruction
ordinary_jepa,development,43,hrnet_w32,automated-source-screen,p95_nle,0.0465225121771959,blur_obstruction
ordinary_jepa,development,43,rtmpose_m,automated-source-screen,p95_nle,0.04130034937584916,blur_obstruction
ordinary_jepa,development,43,vitpose_base,automated-source-screen,p95_nle,0.049330660268464804,blur_obstruction
paired_jepa,development,17,hrnet_w32,automated-source-screen,p95_nle,0.04749856650256401,blur_obstruction
paired_jepa,development,17,rtmpose_m,automated-source-screen,p95_nle,0.041748247093536445,blur_obstruction
paired_jepa,development,17,vitpose_base,automated-source-screen,p95_nle,0.04920681819715971,blur_obstruction
paired_jepa,development,29,hrnet_w32,automated-source-screen,p95_nle,0.047213785179761755,blur_obstruction
paired_jepa,development,29,rtmpose_m,automated-source-screen,p95_nle,0.04280892504479759,blur_obstruction
paired_jepa,development,29,vitpose_base,automated-source-screen,p95_nle,0.049202720740607234,blur_obstruction
paired_jepa,development,43,hrnet_w32,automated-source-screen,p95_nle,0.04711399975122035,blur_obstruction
paired_jepa,development,43,rtmpose_m,automated-source-screen,p95_nle,0.04222621008775629,blur_obstruction
paired_jepa,development,43,vitpose_base,automated-source-screen,p95_nle,0.049258718272095076,blur_obstruction
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,p95_nle,0.047459273237668596,blur_obstruction
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,p95_nle,0.0417344073916945,blur_obstruction
shuffled_jepa,development,17,vitpose_base,automated-source-screen,p95_nle,0.04919393939734677,blur_obstruction
shuffled_jepa,development,29,hrnet_w32,automated-source-screen,p95_nle,0.04729852399507938,blur_obstruction
shuffled_jepa,development,29,rtmpose_m,automated-source-screen,p95_nle,0.042660277879424724,blur_obstruction
shuffled_jepa,development,29,vitpose_base,automated-source-screen,p95_nle,0.049126009856592476,blur_obstruction
shuffled_jepa,development,43,hrnet_w32,automated-source-screen,p95_nle,0.04719751157609479,blur_obstruction
shuffled_jepa,development,43,rtmpose_m,automated-source-screen,p95_nle,0.042226220653417905,blur_obstruction
shuffled_jepa,development,43,vitpose_base,automated-source-screen,p95_nle,0.049269017170681884,blur_obstruction
smoothnet,development,17,hrnet_w32,automated-source-screen,p95_nle,0.04792957724078879,blur_obstruction
smoothnet,development,17,rtmpose_m,automated-source-screen,p95_nle,0.042626242295100925,blur_obstruction
smoothnet,development,17,vitpose_base,automated-source-screen,p95_nle,0.04984691812248511,blur_obstruction
smoothnet,development,29,hrnet_w32,automated-source-screen,p95_nle,0.047815177553731075,blur_obstruction
smoothnet,development,29,rtmpose_m,automated-source-screen,p95_nle,0.04257307851945537,blur_obstruction
smoothnet,development,29,vitpose_base,automated-source-screen,p95_nle,0.04970355090603879,blur_obstruction
smoothnet,development,43,hrnet_w32,automated-source-screen,p95_nle,0.047723872930226875,blur_obstruction
smoothnet,development,43,rtmpose_m,automated-source-screen,p95_nle,0.04240053524082184,blur_obstruction
smoothnet,development,43,vitpose_base,automated-source-screen,p95_nle,0.04968338440042094,blur_obstruction
static,development,17,hrnet_w32,automated-source-screen,p95_nle,0.04603870239762675,blur_obstruction
static,development,17,rtmpose_m,automated-source-screen,p95_nle,0.04166008598131614,blur_obstruction
static,development,17,vitpose_base,automated-source-screen,p95_nle,0.045844895968986235,blur_obstruction
static,development,29,hrnet_w32,automated-source-screen,p95_nle,0.0465422204071794,blur_obstruction
static,development,29,rtmpose_m,automated-source-screen,p95_nle,0.041390312422442455,blur_obstruction
static,development,29,vitpose_base,automated-source-screen,p95_nle,0.04575013204013372,blur_obstruction
static,development,43,hrnet_w32,automated-source-screen,p95_nle,0.046432540891267964,blur_obstruction
static,development,43,rtmpose_m,automated-source-screen,p95_nle,0.041764082877872685,blur_obstruction
static,development,43,vitpose_base,automated-source-screen,p95_nle,0.04582692491321627,blur_obstruction
unchanged,development,17,hrnet_w32,automated-source-screen,p95_nle,0.05515377308035994,blur_obstruction
unchanged,development,17,rtmpose_m,automated-source-screen,p95_nle,0.049260057193448635,blur_obstruction
unchanged,development,17,vitpose_base,automated-source-screen,p95_nle,0.057325784654089454,blur_obstruction
unchanged,development,29,hrnet_w32,automated-source-screen,p95_nle,0.055153773080359986,blur_obstruction
unchanged,development,29,rtmpose_m,automated-source-screen,p95_nle,0.049260057193448684,blur_obstruction
unchanged,development,29,vitpose_base,automated-source-screen,p95_nle,0.057325784654089516,blur_obstruction
unchanged,development,43,hrnet_w32,automated-source-screen,p95_nle,0.055153773080359986,blur_obstruction
unchanged,development,43,rtmpose_m,automated-source-screen,p95_nle,0.049260057193448684,blur_obstruction
unchanged,development,43,vitpose_base,automated-source-screen,p95_nle,0.057325784654089516,blur_obstruction
coordinate,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.02965985849797118,blur_obstruction
coordinate,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.026168360820027138,blur_obstruction
coordinate,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.03479685865268529,blur_obstruction
coordinate,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.030079659222048607,blur_obstruction
coordinate,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.02652896576468514,blur_obstruction
coordinate,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.03509769173582812,blur_obstruction
coordinate,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.029929578912894945,blur_obstruction
coordinate,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.026364286138573733,blur_obstruction
coordinate,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.03505727282072986,blur_obstruction
direct,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.027089840973159283,blur_obstruction
direct,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.024091174913765265,blur_obstruction
direct,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.03041605734485347,blur_obstruction
direct,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.025576022204153743,blur_obstruction
direct,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.022027870267706313,blur_obstruction
direct,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.029641593895664495,blur_obstruction
direct,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.02428516329850565,blur_obstruction
direct,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.022917226940637983,blur_obstruction
direct,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.028848986369744443,blur_obstruction
filter0,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.038916256035166776,blur_obstruction
filter0,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.035601015370195756,blur_obstruction
filter0,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.04417425583449452,blur_obstruction
filter0,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.038916256035166824,blur_obstruction
filter0,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.035601015370195804,blur_obstruction
filter0,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.04417425583449456,blur_obstruction
filter0,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.038916256035166824,blur_obstruction
filter0,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.035601015370195804,blur_obstruction
filter0,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.04417425583449456,blur_obstruction
filter1,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.03835540315372807,blur_obstruction
filter1,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.03531500312143006,blur_obstruction
filter1,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.043970501909167944,blur_obstruction
filter1,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.03835540315372811,blur_obstruction
filter1,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.0353150031214301,blur_obstruction
filter1,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.043970501909168,blur_obstruction
filter1,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.03835540315372811,blur_obstruction
filter1,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.0353150031214301,blur_obstruction
filter1,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.043970501909168,blur_obstruction
filter2,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.03811304207004893,blur_obstruction
filter2,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.03516491133374269,blur_obstruction
filter2,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.043877073843407555,blur_obstruction
filter2,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.03811304207004897,blur_obstruction
filter2,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.035164911333742735,blur_obstruction
filter2,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.04387707384340761,blur_obstruction
filter2,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.03811304207004897,blur_obstruction
filter2,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.035164911333742735,blur_obstruction
filter2,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.04387707384340761,blur_obstruction
initialized,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.030760798909633392,blur_obstruction
initialized,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.027221562594995134,blur_obstruction
initialized,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.03632602666018494,blur_obstruction
initialized,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.03081919352823628,blur_obstruction
initialized,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.027363043037956874,blur_obstruction
initialized,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.03638122208432988,blur_obstruction
initialized,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.030792733694111143,blur_obstruction
initialized,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.027513848875697574,blur_obstruction
initialized,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.036183348234198005,blur_obstruction
joint_affine,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.029539685751638782,blur_obstruction
joint_affine,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.026262172766808888,blur_obstruction
joint_affine,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.035014072886240886,blur_obstruction
joint_affine,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.029539685751638782,blur_obstruction
joint_affine,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.026262172766808888,blur_obstruction
joint_affine,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.035014072886240886,blur_obstruction
joint_affine,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.029539685751638782,blur_obstruction
joint_affine,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.026262172766808888,blur_obstruction
joint_affine,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.035014072886240886,blur_obstruction
joint_offset,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.030511289253540023,blur_obstruction
joint_offset,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.02711031689279137,blur_obstruction
joint_offset,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.036249002562526,blur_obstruction
joint_offset,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.030511289253540023,blur_obstruction
joint_offset,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.02711031689279137,blur_obstruction
joint_offset,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.036249002562526,blur_obstruction
joint_offset,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.030511289253540023,blur_obstruction
joint_offset,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.02711031689279137,blur_obstruction
joint_offset,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.036249002562526,blur_obstruction
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.030662537990782154,blur_obstruction
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.026869354575277504,blur_obstruction
ordinary_jepa,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.036616700244733236,blur_obstruction
ordinary_jepa,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.030536484594141985,blur_obstruction
ordinary_jepa,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.026748676485221765,blur_obstruction
ordinary_jepa,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.03626922511447386,blur_obstruction
ordinary_jepa,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.030667136558671478,blur_obstruction
ordinary_jepa,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.026866365413986508,blur_obstruction
ordinary_jepa,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.036387480420846434,blur_obstruction
paired_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.030465299740680248,blur_obstruction
paired_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.02666288492731927,blur_obstruction
paired_jepa,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.03620179536761896,blur_obstruction
paired_jepa,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.03063101273553099,blur_obstruction
paired_jepa,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.026803738349014103,blur_obstruction
paired_jepa,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.03625940773632366,blur_obstruction
paired_jepa,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.030704907773994965,blur_obstruction
paired_jepa,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.027099672359423625,blur_obstruction
paired_jepa,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.03630152855888812,blur_obstruction
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.03048117824198805,blur_obstruction
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.026675565225422068,blur_obstruction
shuffled_jepa,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.036222537823009354,blur_obstruction
shuffled_jepa,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.030627906577830374,blur_obstruction
shuffled_jepa,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.026810531171831378,blur_obstruction
shuffled_jepa,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.0362642268704697,blur_obstruction
shuffled_jepa,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.030729062321865612,blur_obstruction
shuffled_jepa,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.02710505744685562,blur_obstruction
shuffled_jepa,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.036321551833591426,blur_obstruction
smoothnet,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.03195314282265511,blur_obstruction
smoothnet,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.028552200417513014,blur_obstruction
smoothnet,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.03739119762243556,blur_obstruction
smoothnet,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.03197254432519232,blur_obstruction
smoothnet,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.02853248993673166,blur_obstruction
smoothnet,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.03740624953558391,blur_obstruction
smoothnet,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.03191490686848415,blur_obstruction
smoothnet,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.028479642200784624,blur_obstruction
smoothnet,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.03729217180420128,blur_obstruction
static,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.02928428442123219,blur_obstruction
static,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.024933824855779364,blur_obstruction
static,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.032483716220962945,blur_obstruction
static,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.029334596677743373,blur_obstruction
static,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.024896996086606945,blur_obstruction
static,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.032457523667876124,blur_obstruction
static,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.029367136374710844,blur_obstruction
static,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.025241847924514643,blur_obstruction
static,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.03239875904346112,blur_obstruction
unchanged,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.038916256035166776,blur_obstruction
unchanged,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.03562221690473509,blur_obstruction
unchanged,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.04417425583449452,blur_obstruction
unchanged,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.038916256035166824,blur_obstruction
unchanged,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.03562221690473514,blur_obstruction
unchanged,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.04417425583449456,blur_obstruction
unchanged,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.038916256035166824,blur_obstruction
unchanged,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.03562221690473514,blur_obstruction
unchanged,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.04417425583449456,blur_obstruction
coordinate,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.04336623235440579,blur_obstruction
coordinate,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.037700786174814385,blur_obstruction
coordinate,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.05236061133797615,blur_obstruction
coordinate,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.044180754982970576,blur_obstruction
coordinate,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.038343324466370385,blur_obstruction
coordinate,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.0530002187666325,blur_obstruction
coordinate,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.04371343104933906,blur_obstruction
coordinate,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.03801493404570752,blur_obstruction
coordinate,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.05257153095366842,blur_obstruction
direct,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.03793774018248511,blur_obstruction
direct,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.03355686651669176,blur_obstruction
direct,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.04364431835128256,blur_obstruction
direct,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.03561678070148485,blur_obstruction
direct,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.029755595520179957,blur_obstruction
direct,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.04155681231778451,blur_obstruction
direct,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.03327756862722121,blur_obstruction
direct,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.030837328110342344,blur_obstruction
direct,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.04118379597196489,blur_obstruction
filter0,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.0543844197430901,blur_obstruction
filter0,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.04954376442526833,blur_obstruction
filter0,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.0634172732365231,blur_obstruction
filter0,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.05438441974309015,blur_obstruction
filter0,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.04954376442526837,blur_obstruction
filter0,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.06341727323652316,blur_obstruction
filter0,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.05438441974309015,blur_obstruction
filter0,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.04954376442526837,blur_obstruction
filter0,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.06341727323652316,blur_obstruction
filter1,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.05373079533556489,blur_obstruction
filter1,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.0492562118310641,blur_obstruction
filter1,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.06306059575038944,blur_obstruction
filter1,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.05373079533556493,blur_obstruction
filter1,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.04925621183106413,blur_obstruction
filter1,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.06306059575038948,blur_obstruction
filter1,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.05373079533556493,blur_obstruction
filter1,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.04925621183106413,blur_obstruction
filter1,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.06306059575038948,blur_obstruction
filter2,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.05342117122551554,blur_obstruction
filter2,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.04908949898050588,blur_obstruction
filter2,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.062862908914086,blur_obstruction
filter2,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.05342117122551558,blur_obstruction
filter2,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.04908949898050592,blur_obstruction
filter2,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.06286290891408605,blur_obstruction
filter2,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.05342117122551558,blur_obstruction
filter2,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.04908949898050592,blur_obstruction
filter2,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.06286290891408605,blur_obstruction
initialized,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.04612472231180613,blur_obstruction
initialized,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.04039431234188242,blur_obstruction
initialized,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.055524229013756296,blur_obstruction
initialized,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.04646912870774187,blur_obstruction
initialized,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.04058277531414873,blur_obstruction
initialized,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.05593397296857124,blur_obstruction
initialized,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.04625712853097389,blur_obstruction
initialized,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.04073970267118206,blur_obstruction
initialized,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.0555201978015141,blur_obstruction
joint_affine,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.043387762289572154,blur_obstruction
joint_affine,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.03802557177043019,blur_obstruction
joint_affine,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.05268364807560648,blur_obstruction
joint_affine,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.043387762289572154,blur_obstruction
joint_affine,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.03802557177043019,blur_obstruction
joint_affine,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.05268364807560648,blur_obstruction
joint_affine,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.043387762289572154,blur_obstruction
joint_affine,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.03802557177043019,blur_obstruction
joint_affine,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.05268364807560648,blur_obstruction
joint_offset,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.045591159799201635,blur_obstruction
joint_offset,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.04002945121160406,blur_obstruction
joint_offset,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.05545779900532698,blur_obstruction
joint_offset,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.045591159799201635,blur_obstruction
joint_offset,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.04002945121160406,blur_obstruction
joint_offset,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.05545779900532698,blur_obstruction
joint_offset,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.045591159799201635,blur_obstruction
joint_offset,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.04002945121160406,blur_obstruction
joint_offset,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.05545779900532698,blur_obstruction
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.0456672987506882,blur_obstruction
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.0392271066048597,blur_obstruction
ordinary_jepa,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,0.055891748297427456,blur_obstruction
ordinary_jepa,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,0.04525896999735803,blur_obstruction
ordinary_jepa,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,0.03876832074654921,blur_obstruction
