relative_path,source_dataset,parent_path,subject_id_candidate,motion_id,sha256,npz_keys,num_frames,pose_width,trans_frames,trans_width,mocap_framerate,gender,status,error
Eyes_Japan_Dataset/aita/throw_toss-11-disc-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,throw_toss-11-disc-aita,6632a4afecbb5fb55f7e079b8e1545574cebebe10b026905560238ca8fe71a61,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/throw_toss-12-dart-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,throw_toss-12-dart-aita,d92b87b3523c6392d773eea1f59ebd55aebea8a4826d1053585351466b92d6cf,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/throw_toss-15-pass to left light-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,throw_toss-15-pass to left light-aita,672e283b80e7c023a5bfd1c500eb90ed65b74e0862350faf2b2e97edd319689c,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/throw_toss-19-pass to front light-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,throw_toss-19-pass to front light-aita,55de9e1fcae6d8202b2d39b7b2f11f69ba9054f6458b2c343744de9c50e8af85,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/throw_toss-20-pass to front heavy-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,throw_toss-20-pass to front heavy-aita,d7445e594329f29bf035bbd6eb0f8d9f3ae5af30c7a9aa46e7088d7be12d9dfd,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3401,156,3401,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/turn-01-call-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,turn-01-call-aita,78323dd503bff7abaf1a92042a1b9157cffb8a2871c853d92cbe7ee52c616294,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/turn-02-look around-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,turn-02-look around-aita,514ca1a6b57c5cad25247924d8dfa7c39f0803aa2be0fb6e9e0162ef32d868f3,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/turn-03-look at-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,turn-03-look at-aita,b516021be5e930f7637d75624f2e556612d2e0a85338121d2b0ed9013fabb57d,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/turn-05-turn-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,turn-05-turn-aita,eaa2092cc4729d4ddd01eb306ed1bb9212688451ee1aaa0247dd9b6e96a76a33,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/walk-01-normal-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,walk-01-normal-aita,6856bff31b579a17a14810117d701eeeeb203b1fb2f692fb5c609ee110f072ae,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/walk-02-drank-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,walk-02-drank-aita,6faa4b609d4608ca56d01a8a5466da55e2dfc40e5804ba238ea9084f6475b04e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/walk-03-sneak-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,walk-03-sneak-aita,94b987a27959f84f1e322d8ab59cf1c77874c02d23ce26975e413021b4558ee4,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3563,156,3563,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/walk-04-fast-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,walk-04-fast-aita,5fbfd3661f137fd8cce372748fa22230b18a31b6112fac3d2887c544b9ba3985,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/walk-05-backward-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,walk-05-backward-aita,25973658aab505dc8727123348886b2c48a513da26b43ad212af391a839bd087,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/walk-06-catwalk-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,walk-06-catwalk-aita,06429802fa01a31bf652f435449e3bf6423e0aa2954363f6e6908308d3753de5,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/walk-07-moonwalk-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,walk-07-moonwalk-aita,8abb7ec43827f15e8934f45ad60eaae7d9995b3c31bef4da6293445fdab59978,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/walk-08-lookfor-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,walk-08-lookfor-aita,c9ed9c0e8a8bea2e0d9d9dc8b8df78d99985c42afb6eb5fa6b02a7e7b9b2e90a,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/walk-09-handbag-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,walk-09-handbag-aita,544e73a161f80e1d513107b0ba5367952c35f33a33eecaf03ac3ec96bbc9c1ab,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/walk-11-baggage on the head-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,walk-11-baggage on the head-aita,f6a66b6c751af1c96ce5956f39af04d89608aa3fefe857d307a44ecfc9acd9de,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/walk-14-backpack-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,walk-14-backpack-aita,db52a172b2d76b46dc5d4d87bb9bff7d3a95fcf4eef29c9e3fc87788169e4b79,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/walk-21-one leg-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,walk-21-one leg-aita,52c0df7d4e5c4f29a0be32ca55335b886d923f41df68b151c588a805d6decd92,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/walk-22-look around-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,walk-22-look around-aita,d6e979c74caac4fdd65c77ffdeb445d99e9718787cb5bb83e03ca2e3c3e8305a,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/aita/walk-23-shuffle oneleg-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,Eyes_Japan_Dataset::aita,walk-23-shuffle oneleg-aita,b4a4ddfdf3a67486a48afc6152844d5085fe3999a3ec337b01f4164c18d660af,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/frederic/walk-04-fast-frederic_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/frederic,Eyes_Japan_Dataset::frederic,walk-04-fast-frederic,f4713cc7f7ca8bda863bf7a659b5fc9c5352e392c2dfa2779d24bbc3f334477e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1744,156,1744,3,120.0,male,ok,
Eyes_Japan_Dataset/frederic/walk-06-catwalk-frederic_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/frederic,Eyes_Japan_Dataset::frederic,walk-06-catwalk-frederic,a3d3cdde545a4f84556a6785e6971d87d3dd2acd222ce37a20fbf16c5a9d1b96,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1688,156,1688,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/accident-01-dodge-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,accident-01-dodge-hamada,fe26706ec4fa333c6e644a95f505655f98e3b0ddfb6ae8d012d930a507cf2ada,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3596,156,3596,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/accident-02-dodge fast-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,accident-02-dodge fast-hamada,2e02f5f27e46453658acd854898015e8a3b117cf61e3f541dbc331d340d385ad,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/accident-03-damage head-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,accident-03-damage head-hamada,9f2f2f2cb7e40f2b3263386034381a91a288b05a9e3730f43fd28db4df783259,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/accident-04-damage right leg-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,accident-04-damage right leg-hamada,6d4500e3861d2f108720fada899efdd3f16dddb26d44c7f6e896be11a4612c01,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/accident-05-damage right arm-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,accident-05-damage right arm-hamada,256ffadde8e2b79f3d7ea38217a9588c9facf3ecef36794f1780e60bf5773b52,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/accident-06-damage left leg-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,accident-06-damage left leg-hamada,dd64077b0144d2128ccc3e4fcc27fb0133e9275a803db9deca95f42ecf5bab91,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/accident-07-damage left arm-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,accident-07-damage left arm-hamada,cb2972b6911138d1c1d60346bd3fa2c9428202479b0b22ad328e378efb14011a,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/accident-08-damage rightfoot-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,accident-08-damage rightfoot-hamada,f543827713f7e377b3c568dd2ca63f72a753a1a8b63d780d0ce3143b65e2a9cd,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/accident-09-damage leftfoot-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,accident-09-damage leftfoot-hamada,2f0243b62b976abb69a9732a5d49581a765f1e1bf864e9338daa824ec0302d12,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/accident-10-spasm-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,accident-10-spasm-hamada,e03e1b0ff08729f190833c7a686eeeefe5f8130e96be1939a216668e39d3c87d,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/accident-11-fall down-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,accident-11-fall down-hamada,912af1bffd2b9aafa05ff579af7b3df92148442f2698c5901b15e976ed4646b4,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/accident-12-twist foot-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,accident-12-twist foot-hamada,5ea54af01071827f3473ba160b0f31adaa47da815e676813ae40c0b91f7e341b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/accident-13-damage back-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,accident-13-damage back-hamada,8d91e95ebfadcecc00ad08a0457d29bd6b876eb6e15c1e2681b05ac6a1b970db,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-01-set 1-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-01-set 1-hamada,79876f68b8e202e8e89f8728055dc80c6066023d8a8dab329f7de69aa5bccd5f,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3592,156,3592,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-02-set 2-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-02-set 2-hamada,dceb9da54bd73b769dfd4c6363b11864c7f3f21d8c313865c81158e35e44ba61,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3574,156,3574,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-03-set 3-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-03-set 3-hamada,74a27cb07521fd8d960cec92f366074dc98f5ff0b3a9b23ebc1668c318603cf3,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3596,156,3596,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-04-set 4-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-04-set 4-hamada,93d0351f0c76a1b7fd78b6e8987dacfccf100d8a093bd10f9c8e390d2794ca7e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-05-touch nose-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-05-touch nose-hamada,fe623aa5a01a517638758012098e8c6313efc0890185d7a5f4e8681aa899f662,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-06-jiggle knee-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-06-jiggle knee-hamada,0b9c505e131eae7220a687c391e0ab580d4e486d22c87cd866cee01e220b635d,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-07-over stretch-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-07-over stretch-hamada,ccfb8f79c3f4a42276bca27574133c1f447dde2574845645b30c2d04ec74fde4,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-09-scratch-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-09-scratch-hamada,56ac41a288b5bb16824a2b36cc5a1eda93ff32b018f50c9032c40cde8182e794,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-14-apologize-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-14-apologize-hamada,ad0bb7b94f3e5a9d346aa9cf39818598c2b8903560a08db574c7bf5f00372712,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-15-whip -hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-15-whip -hamada,217f8d4027537cca3987540942fe9a2f777bc7155c49d4b0446080db94db580e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-16-dryer-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-16-dryer-hamada,3269d9ec83bf9018ab82eea695ecb656fe40446a0c3bcc8fb3944a22ac197abc,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-17-drink-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-17-drink-hamada,9622be1761bb72238e3812604f03bd0e30f19be67f6fbd91fab51996beceab97,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-18-eat-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-18-eat-hamada,b3ac01afb386a2371593c1d26a1a941004e3ac4e289ceeb0e6edfe78f161b001,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-21-clapping-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-21-clapping-hamada,cbb7ed14eaf3798a7ae321a1318a278d6b08b4535137ad488438c883aebf6af1,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-22-mobile receive-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-22-mobile receive-hamada,0fd6591339a08b57ddf7be95daa2f44d7764307a9dd327e21e245992853618d8,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-23-mobile call-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-23-mobile call-hamada,51f5771ccef128de9e25b25c79818be6e66f28c27b2912cddbcce2ca238773f2,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-25-magic-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-25-magic-hamada,cc4dd3c76347717551422fcda7ee27823b555256d4af0dd85889b79b326703c3,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-26-hit mosquito-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-26-hit mosquito-hamada,9213c5b7925dacc2170dba55bbc7c369826a1d703022eca3900a9e52b400cba7,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-27-hit cockroach-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-27-hit cockroach-hamada,73432a8d6588dd88a9469bda7c9ad51187f75b4c31ff175f5dee3fccf69a8115,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-29-pantomime-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-29-pantomime-hamada,e18fa454df5e856b2c739e246be9ec469bd5eba2ed2a490861710920d275282f,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-30-fxxk-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-30-fxxk-hamada,b3f7bd03a0d5e2051f722324ee24b9444be116add7b901b291b95337dd77de48,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-31-ok-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-31-ok-hamada,aef55817f6ebcaddf777e5474b2b1073ac86240ed180bacbbde673e6058d2a4c,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-32-no-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-32-no-hamada,b3fb540709b282874138600ed598b30a3ed38a37afcedfb09b56d4d615e19295,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-33-watch here-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-33-watch here-hamada,3d5cd8d64c6512ac664eb14dd1004586b36f76fc4cc40207cee47bc90810d60b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-34-peace-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-34-peace-hamada,2478b2ed3b41954b9749c18ec84ec31465032fd1f7deb8f31c8858c315b0138b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3571,156,3571,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-35-west side-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-35-west side-hamada,df572ea78841d2b78fd601647b9a51268049209db5708155b082d8f72b774866,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-36-shame-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-36-shame-hamada,47a0c60f302aca42c239d951ea898df609607856ebbd09927049e82adb1351ae,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
Eyes_Japan_Dataset/hamada/gesture_etc-37-gay-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,Eyes_Japan_Dataset::hamada,gesture_etc-37-gay-hamada,3a3f27cd6d4ff1da45083bec6bae161e9463b5e448254bed164d51a00c47460c,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3600,156,3600,3,120.0,male,ok,
