relative_path,tensor_relative_path,source_dataset,subject_id_candidate,identity,split,motion_id,gender,native_fps,native_frames,canonical_fps,canonical_frames,source_sha256,source_sha256_verified,body_model_sha256,dmpl_model_sha256,schema,coordinate_frame,valid_fraction,forward_method,travel_displacement_m,travel_path_length_m,travel_straightness,travel_linearity,lateral_hip_alignment,leg_length_m,conversion_fingerprint,status,error
BioMotionLab_NTroje/rub105/0008_normal_walk4_poses.npz,BioMotionLab_NTroje/rub105/0008_normal_walk4_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub105,BioMotionLab_NTroje::rub105,train,0008_normal_walk4,male,120.0,329,30.0,83,97749888374d3c3acc5025cd838c41631f309ac457175fe1b5f63fee59a3f3b2,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.029761661899935076,0.3732501247371164,0.07973650891850739,0.6961224171617383,1.0,0.835228443145752,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub105/0009_normal_jog1_poses.npz,BioMotionLab_NTroje/rub105/0009_normal_jog1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub105,BioMotionLab_NTroje::rub105,train,0009_normal_jog1,male,120.0,159,30.0,40,7ebd8f0b4ec751b93e9b3635b21fa72bb83dfbced2e0c3e4007b6437caaaf56d,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.040903637953931586,0.24624189971040308,0.16611160814644865,0.8922656225887481,1.0,0.8414052724838257,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub105/0010_normal_jog2_poses.npz,BioMotionLab_NTroje/rub105/0010_normal_jog2_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub105,BioMotionLab_NTroje::rub105,train,0010_normal_jog2,male,120.0,141,30.0,36,e43214fa0623128b8ddb630568a63ac0932fa3db91b2c4621c02fca59a4f01e8,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.01601192819990242,0.2274272329732909,0.07040462125212095,0.8914303985197003,1.0,0.8429850339889526,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub105/0011_normal_jog3_poses.npz,BioMotionLab_NTroje/rub105/0011_normal_jog3_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub105,BioMotionLab_NTroje::rub105,train,0011_normal_jog3,male,120.0,144,30.0,36,67095adf9d0d92026839f58b861064e564dcc418cfa2f26cd7548d07e7aa0967,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.03665547693251103,0.2690354692782387,0.13624774841343185,0.8908117973404368,1.0000000000000002,0.8436853885650635,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub105/0012_normal_jog4_poses.npz,BioMotionLab_NTroje/rub105/0012_normal_jog4_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub105,BioMotionLab_NTroje::rub105,train,0012_normal_jog4,male,120.0,157,30.0,40,39e62fe6590c793458739814c26a0b21d1ffd74002f8247d91662c0e380874c3,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.03353712502732947,0.253488892029245,0.13230214846440014,0.8537100971867466,1.0,0.8467031121253967,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub105/0013_knocking1_poses.npz,BioMotionLab_NTroje/rub105/0013_knocking1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub105,BioMotionLab_NTroje::rub105,train,0013_knocking1,male,120.0,837,30.0,210,7927562f6a7b491a4535465c761172a23f88fc95940dfe1be137d9db8227eff3,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.5110228724123231,4.526487531317729,0.11289611843105125,0.9975041979784816,1.0,0.8399844765663147,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub105/0014_knocking2_poses.npz,BioMotionLab_NTroje/rub105/0014_knocking2_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub105,BioMotionLab_NTroje::rub105,train,0014_knocking2,male,120.0,791,30.0,198,d5b35dacde99459921917f614f52f97b52c92edaaaaaab18743a56409e2e1c40,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.11666206188196367,4.600440563489179,0.02535888906115591,0.9969609817011502,1.0,0.8409762382507324,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub105/0015_sitting1_poses.npz,BioMotionLab_NTroje/rub105/0015_sitting1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub105,BioMotionLab_NTroje::rub105,train,0015_sitting1,male,120.0,1105,30.0,277,4cad5b37de568d5bf127a930eb3a29570d4fbdfc288f3a7e02ffc67b9e1f43ae,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.32833612747075663,7.055219348620237,0.04653804669233539,0.9986797053887334,1.0,0.8364359140396118,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub105/0016_sitting2_poses.npz,BioMotionLab_NTroje/rub105/0016_sitting2_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub105,BioMotionLab_NTroje::rub105,train,0016_sitting2,male,120.0,1109,30.0,278,d3c86db2af1520eb80551ffef544453b0815dc576428a532093fbdcacba5a6f2,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.519085684007741,7.171742285400551,0.07237929966675447,0.9986838639789558,1.0,0.8377752304077148,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub105/0017_lifting_light1_poses.npz,BioMotionLab_NTroje/rub105/0017_lifting_light1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub105,BioMotionLab_NTroje::rub105,train,0017_lifting_light1,male,120.0,953,30.0,239,5b1e036d396e01b9938fcedb7d4caaec8c1fa6ed9ab1b453e382fd8ce44e215e,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.2658775055463982,6.412886906368417,0.04145987749797434,0.999275756115318,1.0000000000000002,0.8389403820037842,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub105/0018_lifting_light2_poses.npz,BioMotionLab_NTroje/rub105/0018_lifting_light2_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub105,BioMotionLab_NTroje::rub105,train,0018_lifting_light2,male,120.0,923,30.0,231,80af125de228b8167bd5d86347e0df73f1cd63a71037c8f644f7fcd62a630878,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.2395302980252729,6.305075585795851,0.037990075577347494,0.9993655374285383,1.0,0.8375614881515503,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub105/0019_lifting_heavy1_poses.npz,BioMotionLab_NTroje/rub105/0019_lifting_heavy1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub105,BioMotionLab_NTroje::rub105,train,0019_lifting_heavy1,male,120.0,928,30.0,232,9bcf0b6a3d31c62afb76ad243b063b84b7634efe719de33ec76957f05597d8cb,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.10338204053617753,6.023779608983944,0.017162321208098682,0.9988249887737709,1.0,0.8377033472061157,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub105/0020_lifting_heavy2_poses.npz,BioMotionLab_NTroje/rub105/0020_lifting_heavy2_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub105,BioMotionLab_NTroje::rub105,train,0020_lifting_heavy2,male,120.0,930,30.0,233,0a97e16c9372719b45a89cb811fb991628e81bbbb5346c50de38b852364f5495,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.2259714502704494,6.176191586456726,0.03658750657378635,0.9990579131795486,1.0,0.8385677337646484,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub105/0021_catching_and_throwing_poses.npz,BioMotionLab_NTroje/rub105/0021_catching_and_throwing_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub105,BioMotionLab_NTroje::rub105,train,0021_catching_and_throwing,male,120.0,2778,30.0,695,57aadab44442f5cbb12e85d6bd7defc6b7adadf43182aa591213857e8aa5f26e,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.030447198513277342,1.4427044282147634,0.021104252484310613,0.6862611021511997,1.0,0.8373511433601379,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub105/0022_throwing_hard1_poses.npz,BioMotionLab_NTroje/rub105/0022_throwing_hard1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub105,BioMotionLab_NTroje::rub105,train,0022_throwing_hard1,male,120.0,416,30.0,104,3018b0e695ec1ad330b8bf2cb2e847b8cc20b40663bf3283e19aa214d3a1344a,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.02508361415827132,0.3409422406795982,0.07357144749290172,0.7465901415558839,1.0,0.8363733291625977,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub105/0023_throwing_hard2_poses.npz,BioMotionLab_NTroje/rub105/0023_throwing_hard2_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub105,BioMotionLab_NTroje::rub105,train,0023_throwing_hard2,male,120.0,263,30.0,66,768586cb9e0e0a2ef9d4d119ea64d9f052720d0e92021f58474259747ad7edc7,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.022499934819198764,0.2331625301472896,0.09649893061713422,0.8095018560123949,1.0,0.8389408588409424,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub105/0024_throwing_hard3_poses.npz,BioMotionLab_NTroje/rub105/0024_throwing_hard3_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub105,BioMotionLab_NTroje::rub105,train,0024_throwing_hard3,male,120.0,416,30.0,104,3e4bbce0d0589ad81287d0c5cd2467549689f0003b5f2f162afdacd9c248855a,True,be42bff1ff0589cf0467893bcfbbeb3f9b533ba151031c8cdfb64ca1dcb34947,515f101316b14fc66645b6f3351bbacc850daf183e2a4c18743d972f4781a268,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.021577892787454207,0.4794516828592291,0.04500535415534176,0.8525783425293684,1.0,0.842260479927063,59ff15eeca81677eaa43c0d70edb0438aabffef0b66313f00dd8dbb7be91680d,converted,
BioMotionLab_NTroje/rub106/0000_treadmill_norm_poses.npz,BioMotionLab_NTroje/rub106/0000_treadmill_norm_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub106,BioMotionLab_NTroje::rub106,validation,0000_treadmill_norm,female,120.0,2974,30.0,744,b135b361a1c71dc0fb7dce78129245366b466cbba02cac3e26aa9f3abc15f92f,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.0204670432911598,3.285690253810712,0.006229145692422565,0.5331354501790377,1.0,0.7442560791969299,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub106/0001_treadmill_fast_poses.npz,BioMotionLab_NTroje/rub106/0001_treadmill_fast_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub106,BioMotionLab_NTroje::rub106,validation,0001_treadmill_fast,female,120.0,2674,30.0,669,23eede61c276a01f7cf51356c0022c74c3d5bf74eef771c30ff90eec1f01afb1,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.029447955626278662,3.0684688984060995,0.009596954246978111,0.636041254913854,1.0,0.7502972483634949,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub106/0002_treadmill_slow_poses.npz,BioMotionLab_NTroje/rub106/0002_treadmill_slow_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub106,BioMotionLab_NTroje::rub106,validation,0002_treadmill_slow,female,120.0,2616,30.0,654,527190f9d981c9a79ae81c6aeb3f79dfbe4f801af5625f0163d0a4ab8b9ebb00,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.051062967567039354,2.99175020046299,0.017067924841832408,0.6280463731875763,1.0,0.7448934316635132,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub106/0003_treadmill_jog_poses.npz,BioMotionLab_NTroje/rub106/0003_treadmill_jog_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub106,BioMotionLab_NTroje::rub106,validation,0003_treadmill_jog,female,120.0,2615,30.0,654,845220f45b9f56d464c3f335b6ce56b8cbc60d0b0f0ddded6547e341c8351ed1,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.014597037691080875,3.09722591397764,0.004712939287123069,0.7241265320795386,1.0,0.7547593116760254,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub106/0004_motorcycle_poses.npz,BioMotionLab_NTroje/rub106/0004_motorcycle_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub106,BioMotionLab_NTroje::rub106,validation,0004_motorcycle,female,120.0,474,30.0,119,79d66ce08d3fb067efa2ac0404d5efaf64bd4a25127404d285d139d52260d624,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.012279639761491531,0.04693360598494532,0.2616385317895756,0.9504596062426548,1.0000000000000002,0.7585368752479553,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub106/0005_normal_walk1_poses.npz,BioMotionLab_NTroje/rub106/0005_normal_walk1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub106,BioMotionLab_NTroje::rub106,validation,0005_normal_walk1,female,120.0,389,30.0,98,cd64a8b98ad34aaedd86f801c46f200455ee5253b1710f809e02b80afeee04db,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.025843639685511247,0.49353145022692885,0.0523647270576742,0.7308078700948714,1.0,0.7519264221191406,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub106/0006_normal_walk2_poses.npz,BioMotionLab_NTroje/rub106/0006_normal_walk2_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub106,BioMotionLab_NTroje::rub106,validation,0006_normal_walk2,female,120.0,454,30.0,114,b3406c3f5d492ba87608ebb32d603c7924cfd8e8472371368df7ef6c2448e073,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.01625186363870914,0.5481244068529713,0.02964995434525238,0.7304281371175301,0.9999999999999999,0.7521346211433411,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub106/0007_normal_walk3_poses.npz,BioMotionLab_NTroje/rub106/0007_normal_walk3_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub106,BioMotionLab_NTroje::rub106,validation,0007_normal_walk3,female,120.0,446,30.0,112,c6fe082dc49cbb9f62bbfe035511477100a06b6527ecd7cd627a4372a2d7b761,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.014740611841048868,0.5709131474840521,0.02581935957511056,0.7734836778526336,1.0,0.7513253688812256,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub106/0008_normal_walk4_poses.npz,BioMotionLab_NTroje/rub106/0008_normal_walk4_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub106,BioMotionLab_NTroje::rub106,validation,0008_normal_walk4,female,120.0,411,30.0,103,fbf5fb93ad7d2539cb2a79a81043cb50c80614d298ad7dec5f54a9d456c4f4d2,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.023430021415212193,0.5179496409813291,0.045236099345142305,0.7392791824515547,1.0000000000000002,0.7508846521377563,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub106/0009_normal_jog1_poses.npz,BioMotionLab_NTroje/rub106/0009_normal_jog1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub106,BioMotionLab_NTroje::rub106,validation,0009_normal_jog1,female,120.0,234,30.0,59,f0fbf6e11d7238fd55556263de7084af69259c7fd2a775b19ec8cd9079e0b963,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.016806650103664243,0.3941176109165839,0.04264374297960873,0.7873351468804477,1.0,0.755860447883606,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub106/0010_normal_jog2_poses.npz,BioMotionLab_NTroje/rub106/0010_normal_jog2_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub106,BioMotionLab_NTroje::rub106,validation,0010_normal_jog2,female,120.0,210,30.0,53,b7bcd8c8fa918093a5dabac0e3eda44cbb4dde274ddccfdf5c151b082f319920,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.016357452721880154,0.368407571160888,0.04440042497046473,0.7090962732312155,1.0,0.7562596201896667,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub106/0011_normal_jog3_poses.npz,BioMotionLab_NTroje/rub106/0011_normal_jog3_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub106,BioMotionLab_NTroje::rub106,validation,0011_normal_jog3,female,120.0,238,30.0,60,7cbc06e5fa3f817d3af81bfe0ca972e4d45a098ae9f33fc3eb61282b82f07e83,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.020789891824232163,0.41137914428457933,0.05053705836348952,0.7170834986633748,1.0000000000000002,0.7561251521110535,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub106/0012_normal_jog4_poses.npz,BioMotionLab_NTroje/rub106/0012_normal_jog4_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub106,BioMotionLab_NTroje::rub106,validation,0012_normal_jog4,female,120.0,204,30.0,51,1f6dccabc880247a4cdab1b09d1c2870a80b30dbb43187087af7eba86c9e8fdd,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.010060694140376828,0.34462670367314163,0.029193019673596773,0.8316078505377325,1.0,0.7581896781921387,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub106/0013_knocking1_poses.npz,BioMotionLab_NTroje/rub106/0013_knocking1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub106,BioMotionLab_NTroje::rub106,validation,0013_knocking1,female,120.0,999,30.0,250,cbc0eaf8b564e6199df6ae85c95213d66447925492415851ee5ccafee4de85b0,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.17275068978482386,5.85806987476343,0.029489352888915507,0.9927074485565028,1.0,0.7513058185577393,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub106/0014_knocking2_poses.npz,BioMotionLab_NTroje/rub106/0014_knocking2_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub106,BioMotionLab_NTroje::rub106,validation,0014_knocking2,female,120.0,842,30.0,211,b593912cdfb69edc90ee1c58f921ed0544a2a88eb202e3fcaac0de8d0e9874f5,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.5324627914371559,5.55518266218318,0.09584973597031977,0.996882715274718,0.9999999999999999,0.7519943118095398,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub106/0015_sitting1_poses.npz,BioMotionLab_NTroje/rub106/0015_sitting1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub106,BioMotionLab_NTroje::rub106,validation,0015_sitting1,female,120.0,1161,30.0,291,168633e88f0b822b40a3bda401e121760c3357b6a01008b85edd08bb2349b796,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.3264007420715521,7.592860119231282,0.04298785134271612,0.9968156236640761,1.0000000000000002,0.7514066696166992,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
BioMotionLab_NTroje/rub106/0016_lifting_light1_poses.npz,BioMotionLab_NTroje/rub106/0016_lifting_light1_core11.npz,BioMotionLab_NTroje,BioMotionLab_NTroje::rub106,BioMotionLab_NTroje::rub106,validation,0016_lifting_light1,female,120.0,924,30.0,231,7de8a51eda94b91e2d846d4a2db03ae26fb04e8da1d7043e55c1e0d1592462de,True,fc10da26f7fc1d5a913c1fba57ed67a84ab9c55e5391c653c983d57acf1a39d2,6aa747a67da957367d450101869df85eb51938e51715ea92113d5b6edb79d5bc,core11-v1,gait-parity-body-v1,1.0,hip_facing_fallback,0.12984630587416798,6.217890571887342,0.020882693957535378,0.999043180279818,1.0,0.7530208230018616,4664fd77484e9f3da96576b65b8ccd71a2c56d2e46311981d927d3297401c2cb,converted,
