condition,sequence_id,video_id,joint_valid_fraction_00,joint_valid_fraction_01,joint_valid_fraction_02,joint_valid_fraction_03,joint_valid_fraction_04,joint_valid_fraction_05,joint_valid_fraction_06,joint_valid_fraction_07,joint_valid_fraction_08,joint_valid_fraction_09,joint_valid_fraction_10,joint_valid_fraction_11,joint_valid_fraction_12,joint_valid_fraction_13,joint_valid_fraction_14,joint_valid_fraction_15,joint_valid_fraction_16,joint_valid_fraction_17,joint_valid_fraction_18,joint_valid_fraction_19,joint_valid_fraction_20,joint_valid_fraction_21,joint_valid_fraction_22,joint_valid_fraction_23,joint_valid_fraction_24,joint_valid_fraction_25,joint_valid_fraction_26,joint_valid_fraction_27,joint_valid_fraction_28,joint_valid_fraction_29,joint_valid_fraction_30,joint_valid_fraction_31,joint_valid_fraction_32,frame_valid_fraction_00,frame_valid_fraction_01,frame_valid_fraction_02,frame_valid_fraction_03,frame_valid_fraction_04,frame_valid_fraction_05,frame_valid_fraction_06,frame_valid_fraction_07,frame_valid_fraction_08,frame_valid_fraction_09,frame_valid_fraction_10,frame_valid_fraction_11,frame_valid_fraction_12,frame_valid_fraction_13,frame_valid_fraction_14,frame_valid_fraction_15,frame_valid_fraction_16,frame_valid_fraction_17,frame_valid_fraction_18,frame_valid_fraction_19,frame_valid_fraction_20,frame_valid_fraction_21,frame_valid_fraction_22,frame_valid_fraction_23,frame_valid_fraction_24,frame_valid_fraction_25,frame_valid_fraction_26,frame_valid_fraction_27,frame_valid_fraction_28,frame_valid_fraction_29,frame_valid_fraction_30,frame_valid_fraction_31,frame_valid_fraction_32,frame_valid_fraction_33,frame_valid_fraction_34,frame_valid_fraction_35,frame_valid_fraction_36,frame_valid_fraction_37,frame_valid_fraction_38,frame_valid_fraction_39,frame_valid_fraction_40,frame_valid_fraction_41,frame_valid_fraction_42,frame_valid_fraction_43,frame_valid_fraction_44,frame_valid_fraction_45,frame_valid_fraction_46,frame_valid_fraction_47,frame_valid_fraction_48,frame_valid_fraction_49,frame_valid_fraction_50,frame_valid_fraction_51,frame_valid_fraction_52,frame_valid_fraction_53,frame_valid_fraction_54,frame_valid_fraction_55,frame_valid_fraction_56,frame_valid_fraction_57,frame_valid_fraction_58,frame_valid_fraction_59,frame_valid_fraction_60,frame_valid_fraction_61,frame_valid_fraction_62,frame_valid_fraction_63
myopathic,cljargosy00cx3n6lm6atozrz,R8LRCiTvUz8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.890625,1.0,1.0,1.0,1.0,1.0,1.0,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
myopathic,cljarhldg00d13n6l7utw0lqn,R8LRCiTvUz8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.265625,1.0,0.28125,1.0,0.28125,1.0,0.28125,1.0,0.28125,1.0,1.0,1.0,0.890625,1.0,0.921875,1.0,0.875,1.0,0.9375,1.0,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.75757575,0.8484849,0.8181818,0.7878788,0.72727275,0.72727275,0.72727275,0.72727275,0.8181818,0.8484849,0.8484849,0.8484849,0.969697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
myopathic,cljarj6rf00d53n6ljtivf4q7,R8LRCiTvUz8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0625,1.0,0.21875,1.0,0.203125,1.0,0.21875,1.0,0.21875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969697,0.969697,0.969697,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.93939394,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
myopathic,cljarkax200d93n6lukx52g1t,R8LRCiTvUz8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1875,1.0,0.15625,1.0,0.1875,1.0,0.1875,1.0,1.0,1.0,0.9375,1.0,0.9375,1.0,0.9375,1.0,0.9375,1.0,0.72727275,0.72727275,0.72727275,0.72727275,0.8484849,0.8484849,0.969697,0.969697,0.969697,0.969697,0.969697,0.93939394,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.969697,0.969697,0.969697,0.969697,0.969697,0.93939394,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
myopathic,cljarlbch00dd3n6l9jaubrxq,R8LRCiTvUz8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.09375,1.0,0.078125,1.0,0.078125,1.0,0.09375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.90909094,0.969697,0.969697,0.969697,0.969697,0.969697,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
myopathic,cljarmcm700dh3n6lxw24hxgx,R8LRCiTvUz8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.15625,1.0,0.140625,1.0,0.140625,1.0,0.140625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.8787879,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
myopathic,cljarn9oy00dl3n6l8pg9exfg,R8LRCiTvUz8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03125,1.0,0.0,1.0,0.015625,1.0,0.015625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.953125,0.96875,1.0,1.0,0.7878788,0.7878788,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8787879,0.93939394,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
myopathic,cljaroguw00dp3n6lhfddiadu,R8LRCiTvUz8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.140625,1.0,0.140625,1.0,0.140625,1.0,0.140625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
myopathic,cljarp08600dt3n6lxa7sysiv,R8LRCiTvUz8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.140625,1.0,0.25,1.0,0.234375,1.0,0.234375,1.0,0.234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.8787879,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
myopathic,cljarpts600dx3n6l98zqf6yn,R8LRCiTvUz8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.171875,1.0,0.15625,1.0,0.1875,1.0,0.1875,1.0,1.0,1.0,1.0,1.0,0.984375,1.0,0.96875,1.0,0.984375,1.0,0.8787879,0.93939394,0.969697,0.969697,0.969697,0.969697,0.969697,0.93939394,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.90909094,0.969697,0.969697,0.969697,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
myopathic,cljarqtuz00e13n6lrnox6mfs,R8LRCiTvUz8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.96875,1.0,0.953125,1.0,0.9375,0.9375,0.953125,1.0,0.6969697,0.6969697,0.72727275,0.7878788,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
myopathic,cljawb5nf00043n6l38chxsod,HDkWDe6FZDg,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
myopathic,cljawd01m00093n6l4kx9020l,HDkWDe6FZDg,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
myopathic,cljawdoej000d3n6ll5ysj34f,HDkWDe6FZDg,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
myopathic,cljax9d2p00363n6lx043s1m7,jzJIpY6vRLo,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90625,0.8125,0.5,0.796875,0.4375,0.71875,0.09375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93939394,0.90909094,0.90909094,0.90909094,0.90909094,0.90909094,0.90909094,0.8787879,0.7878788,0.7878788,0.7878788,0.7878788,0.7878788,0.7878788,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.90909094,0.93939394,0.969697,0.969697,1.0,1.0,1.0,0.969697,0.969697,0.93939394,0.93939394,0.90909094,0.90909094,0.90909094,0.90909094,0.90909094,0.90909094,0.93939394,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.90909094,0.90909094,0.90909094,0.90909094,0.90909094,0.90909094,0.90909094,0.90909094,0.93939394,0.969697,0.969697,1.0,1.0,1.0
myopathic,cljaxabfg003a3n6l95mrlcry,jzJIpY6vRLo,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
myopathic,cljaxb5y2003e3n6lj1j9qvav,jzJIpY6vRLo,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8125,0.40625,0.640625,0.3125,0.453125,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.93939394,0.93939394,0.8787879,0.8484849,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8484849,0.8787879,0.8787879,0.8787879,0.8787879,0.8787879,0.90909094,0.8787879,0.90909094,0.90909094,0.90909094,0.90909094,0.90909094,0.90909094,0.8787879,0.8484849,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8484849,0.8484849,0.8787879,0.93939394,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.93939394,0.8787879,0.8787879,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.90909094
myopathic,cljaxbq22003i3n6lmzka93uq,jzJIpY6vRLo,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
myopathic,cljo817z5004u3n6le3srfa4t,4Yiqk-ud8rI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.984375,0.96875,0.984375,0.96875,0.984375,0.96875,0.984375,1.0,1.0,1.0,1.0,0.984375,1.0,0.9375,1.0,0.984375,1.0,1.0,1.0,1.0,1.0,1.0,0.90909094,0.7878788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969697,0.969697,0.93939394,0.969697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969697
myopathic,cljo83yl800513n6lfglf5jn8,05oyBOE_0UE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.921875,1.0,0.734375,1.0,0.609375,1.0,0.609375,1.0,0.59375,1.0,1.0,1.0,1.0,1.0,1.0,0.796875,0.78125,1.0,0.96875,0.93939394,0.90909094,0.90909094,0.93939394,0.93939394,0.93939394,0.93939394,0.93939394,0.93939394,0.93939394,0.93939394,0.93939394,0.93939394,0.93939394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969697,0.90909094,0.90909094,0.90909094,0.90909094,0.8787879,0.8787879,0.8787879,0.8787879,0.8787879,0.8787879,0.8787879,0.8787879,0.8787879,0.8787879,0.8787879,0.8787879,0.90909094,0.90909094,0.90909094,0.90909094,0.8787879,0.8787879,0.8787879,0.8181818,0.8181818
myopathic,cljo84jju00553n6lmgm4dqtb,05oyBOE_0UE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.84375,1.0,1.0,0.969697,0.969697,0.969697,0.969697,0.969697,0.93939394,0.93939394,0.93939394,0.93939394,0.969697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
myopathic,cljr5nnwf000w3n6l8byrugrq,8NlJgIySMG0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.765625,1.0,0.75,1.0,0.71875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8787879,0.8787879,0.969697,1.0,1.0,1.0,1.0,0.8787879,0.8787879,0.90909094,1.0,1.0,1.0,1.0,0.8787879,0.8787879,0.93939394,1.0,1.0,1.0,0.90909094,0.8787879,0.90909094,1.0,1.0,1.0,1.0,1.0,0.90909094,1.0,1.0,1.0,1.0,1.0,0.90909094,0.8787879,0.90909094,0.969697,1.0,1.0,1.0,0.90909094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
myopathic,cljr5pdec00103n6lxb9mplvp,8NlJgIySMG0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
myopathic,cljr5tz3c001k3n6lfc27vpnp,8PPLTf0fZsY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
myopathic,cljr5unji001o3n6lapqpzkio,8PPLTf0fZsY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.984375,1.0,0.96875,1.0,0.8125,1.0,0.796875,1.0,0.765625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90909094,0.90909094,0.90909094,0.90909094,0.90909094,0.969697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969697,0.93939394,0.90909094,0.90909094,0.90909094,0.90909094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90909094,0.8787879,0.8484849
myopathic,cljr5vg0s001s3n6lvxtmt0rn,8PPLTf0fZsY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
