method,split,seed,extractor,evidence_status,metric,value,endpoint,scale_policy,condition,rank
shuffled_jepa,development,17,vitpose_base,automated-source-screen,lower_limb_nle,,visible,frame_reference,all_conditions,
smoothnet,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,,visible,frame_reference,all_conditions,
smoothnet,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,,visible,frame_reference,all_conditions,
smoothnet,development,17,vitpose_base,automated-source-screen,lower_limb_nle,,visible,frame_reference,all_conditions,
static,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,,visible,frame_reference,all_conditions,
static,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,,visible,frame_reference,all_conditions,
static,development,17,vitpose_base,automated-source-screen,lower_limb_nle,,visible,frame_reference,all_conditions,
unchanged,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,,visible,frame_reference,all_conditions,
unchanged,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,,visible,frame_reference,all_conditions,
unchanged,development,17,vitpose_base,automated-source-screen,lower_limb_nle,,visible,frame_reference,all_conditions,
coordinate,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
coordinate,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
coordinate,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
direct,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
direct,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
direct,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
filter0,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
filter0,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
filter0,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
filter1,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
filter1,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
filter1,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
filter2,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
filter2,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
filter2,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
initialized,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
initialized,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
initialized,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
joint_affine,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
joint_affine,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
joint_affine,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
joint_offset,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
joint_offset,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
joint_offset,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
ordinary_jepa,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
paired_jepa,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
paired_jepa,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
paired_jepa,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
shuffled_jepa,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
smoothnet,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
smoothnet,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
smoothnet,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
static,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
static,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
static,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
unchanged,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
unchanged,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
unchanged,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,frame_reference,all_conditions,1.0
coordinate,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009689761848631004,visible,frame_reference,all_conditions,14.0
coordinate,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007526755915260056,visible,frame_reference,all_conditions,9.0
coordinate,development,17,vitpose_base,automated-source-screen,displacement_nle,0.008041758589996187,visible,frame_reference,all_conditions,6.0
direct,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.008980574149826734,visible,frame_reference,all_conditions,3.0
direct,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.006905074654379602,visible,frame_reference,all_conditions,1.0
direct,development,17,vitpose_base,automated-source-screen,displacement_nle,0.007321802336583661,visible,frame_reference,all_conditions,1.0
filter0,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009658838084407796,visible,frame_reference,all_conditions,7.0
filter0,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007534305343076118,visible,frame_reference,all_conditions,12.0
filter0,development,17,vitpose_base,automated-source-screen,displacement_nle,0.008066545648258885,visible,frame_reference,all_conditions,8.0
filter1,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.008298958853142104,visible,frame_reference,all_conditions,2.0
filter1,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007233810791914777,visible,frame_reference,all_conditions,2.0
filter1,development,17,vitpose_base,automated-source-screen,displacement_nle,0.0077582699085951435,visible,frame_reference,all_conditions,2.0
filter2,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.007885914978540506,visible,frame_reference,all_conditions,1.0
filter2,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007298539801303442,visible,frame_reference,all_conditions,4.0
filter2,development,17,vitpose_base,automated-source-screen,displacement_nle,0.007796565044509986,visible,frame_reference,all_conditions,4.0
initialized,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009681862774772957,visible,frame_reference,all_conditions,13.0
initialized,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.0074673967759093,visible,frame_reference,all_conditions,6.0
initialized,development,17,vitpose_base,automated-source-screen,displacement_nle,0.008143180628000313,visible,frame_reference,all_conditions,14.0
joint_affine,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009571558642594884,visible,frame_reference,all_conditions,5.0
joint_affine,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007530650011732747,visible,frame_reference,all_conditions,10.0
joint_affine,development,17,vitpose_base,automated-source-screen,displacement_nle,0.007984199688053084,visible,frame_reference,all_conditions,5.0
joint_offset,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.00965883809580864,visible,frame_reference,all_conditions,9.0
joint_offset,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007534305315957642,visible,frame_reference,all_conditions,11.0
joint_offset,development,17,vitpose_base,automated-source-screen,displacement_nle,0.00806654561467466,visible,frame_reference,all_conditions,7.0
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009670361676439644,visible,frame_reference,all_conditions,10.0
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007442732506567341,visible,frame_reference,all_conditions,5.0
ordinary_jepa,development,17,vitpose_base,automated-source-screen,displacement_nle,0.008129286067364077,visible,frame_reference,all_conditions,13.0
paired_jepa,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.00967141863324046,visible,frame_reference,all_conditions,11.0
paired_jepa,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007474238015396768,visible,frame_reference,all_conditions,7.0
paired_jepa,development,17,vitpose_base,automated-source-screen,displacement_nle,0.008117650918747133,visible,frame_reference,all_conditions,11.0
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009673630592604988,visible,frame_reference,all_conditions,12.0
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007478270611775569,visible,frame_reference,all_conditions,8.0
shuffled_jepa,development,17,vitpose_base,automated-source-screen,displacement_nle,0.008122140423745665,visible,frame_reference,all_conditions,12.0
smoothnet,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009649244164595644,visible,frame_reference,all_conditions,6.0
smoothnet,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007550556851292458,visible,frame_reference,all_conditions,14.0
smoothnet,development,17,vitpose_base,automated-source-screen,displacement_nle,0.008103929197785194,visible,frame_reference,all_conditions,10.0
static,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009443950988305236,visible,frame_reference,all_conditions,4.0
static,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007253272396926431,visible,frame_reference,all_conditions,3.0
static,development,17,vitpose_base,automated-source-screen,displacement_nle,0.00778795194664024,visible,frame_reference,all_conditions,3.0
unchanged,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009658838084407796,visible,frame_reference,all_conditions,7.0
unchanged,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007534305343076118,visible,frame_reference,all_conditions,12.0
unchanged,development,17,vitpose_base,automated-source-screen,displacement_nle,0.008066545648258885,visible,frame_reference,all_conditions,8.0
coordinate,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
coordinate,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
coordinate,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
direct,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
direct,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
direct,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
filter0,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
filter0,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
filter0,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
filter1,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
filter1,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
filter1,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
filter2,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
filter2,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
filter2,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
initialized,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
initialized,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
initialized,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
joint_affine,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
joint_affine,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
joint_affine,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
joint_offset,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
joint_offset,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
joint_offset,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
ordinary_jepa,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
paired_jepa,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
paired_jepa,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
paired_jepa,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
shuffled_jepa,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
smoothnet,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
smoothnet,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
smoothnet,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
static,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
static,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
static,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
unchanged,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
unchanged,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
unchanged,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,visible,frame_reference,all_conditions,
coordinate,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
coordinate,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
coordinate,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
direct,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
direct,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
direct,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
filter0,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
filter0,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
filter0,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
filter1,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
filter1,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
filter1,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
filter2,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
filter2,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
filter2,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
initialized,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
initialized,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
initialized,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
joint_affine,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
joint_affine,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
joint_affine,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
joint_offset,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
joint_offset,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
joint_offset,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
ordinary_jepa,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
paired_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
paired_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
paired_jepa,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
shuffled_jepa,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
smoothnet,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
smoothnet,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
smoothnet,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
static,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
static,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
static,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
unchanged,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
unchanged,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
unchanged,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,frame_reference,all_conditions,
coordinate,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
coordinate,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
coordinate,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
direct,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
direct,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
direct,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
filter0,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
filter0,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
filter0,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
filter1,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
filter1,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
filter1,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
filter2,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
filter2,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
filter2,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
initialized,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
initialized,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
initialized,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
joint_affine,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
joint_affine,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
joint_affine,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
joint_offset,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
joint_offset,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
joint_offset,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
ordinary_jepa,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
paired_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
paired_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
paired_jepa,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
shuffled_jepa,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
smoothnet,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
smoothnet,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
smoothnet,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
static,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
static,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
static,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
unchanged,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
unchanged,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
unchanged,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,frame_reference,all_conditions,
coordinate,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
coordinate,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
coordinate,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
direct,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
direct,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
direct,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
filter0,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
filter0,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
filter0,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
filter1,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
filter1,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
filter1,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
filter2,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
filter2,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
filter2,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
initialized,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
initialized,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
initialized,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
joint_affine,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
joint_affine,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
joint_affine,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
joint_offset,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
joint_offset,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
joint_offset,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
ordinary_jepa,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
paired_jepa,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
paired_jepa,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
paired_jepa,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
shuffled_jepa,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
smoothnet,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
smoothnet,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
smoothnet,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
static,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
static,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
static,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
unchanged,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
unchanged,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
unchanged,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,frame_reference,all_conditions,
coordinate,development,17,hrnet_w32,automated-source-screen,visible_nle,0.011430346664925019,visible,frame_reference,blur,7.0
coordinate,development,17,rtmpose_m,automated-source-screen,visible_nle,0.01049589684589549,visible,frame_reference,blur,8.0
