window_id,sequence_index,tensor_relative_path,identity,split,start_frame,window_frames
4233:768,4233,Eyes_Japan_Dataset/kudo/walk-08-lookfor-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,768,64
4233:800,4233,Eyes_Japan_Dataset/kudo/walk-08-lookfor-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,800,64
4233:832,4233,Eyes_Japan_Dataset/kudo/walk-08-lookfor-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,832,64
4233:864,4233,Eyes_Japan_Dataset/kudo/walk-08-lookfor-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,864,64
4233:896,4233,Eyes_Japan_Dataset/kudo/walk-08-lookfor-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,896,64
4233:926,4233,Eyes_Japan_Dataset/kudo/walk-08-lookfor-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,926,64
4234:0,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,0,64
4234:32,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,32,64
4234:64,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,64,64
4234:96,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,96,64
4234:128,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,128,64
4234:160,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,160,64
4234:192,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,192,64
4234:224,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,224,64
4234:256,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,256,64
4234:288,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,288,64
4234:320,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,320,64
4234:352,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,352,64
4234:384,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,384,64
4234:416,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,416,64
4234:448,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,448,64
4234:480,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,480,64
4234:512,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,512,64
4234:544,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,544,64
4234:576,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,576,64
4234:608,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,608,64
4234:640,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,640,64
4234:672,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,672,64
4234:704,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,704,64
4234:736,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,736,64
4234:768,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,768,64
4234:800,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,800,64
4234:832,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,832,64
4234:864,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,864,64
4234:896,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,896,64
4234:926,4234,Eyes_Japan_Dataset/kudo/walk-18-shuffle forward-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,926,64
4235:0,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,0,64
4235:32,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,32,64
4235:64,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,64,64
4235:96,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,96,64
4235:128,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,128,64
4235:160,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,160,64
4235:192,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,192,64
4235:224,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,224,64
4235:256,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,256,64
4235:288,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,288,64
4235:320,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,320,64
4235:352,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,352,64
4235:384,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,384,64
4235:416,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,416,64
4235:448,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,448,64
4235:480,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,480,64
4235:512,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,512,64
4235:544,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,544,64
4235:576,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,576,64
4235:608,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,608,64
4235:640,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,640,64
4235:672,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,672,64
4235:704,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,704,64
4235:736,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,736,64
4235:768,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,768,64
4235:800,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,800,64
4235:832,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,832,64
4235:864,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,864,64
4235:896,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,896,64
4235:926,4235,Eyes_Japan_Dataset/kudo/walk-23-shuffle oneleg-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,926,64
4236:0,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,0,64
4236:32,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,32,64
4236:64,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,64,64
4236:96,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,96,64
4236:128,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,128,64
4236:160,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,160,64
4236:192,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,192,64
4236:224,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,224,64
4236:256,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,256,64
4236:288,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,288,64
4236:320,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,320,64
4236:352,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,352,64
4236:384,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,384,64
4236:416,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,416,64
4236:448,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,448,64
4236:480,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,480,64
4236:512,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,512,64
4236:544,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,544,64
4236:576,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,576,64
4236:608,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,608,64
4236:640,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,640,64
4236:672,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,672,64
4236:704,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,704,64
4236:736,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,736,64
4236:768,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,768,64
4236:800,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,800,64
4236:832,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,832,64
4236:864,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,864,64
4236:896,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,896,64
4236:926,4236,Eyes_Japan_Dataset/kudo/walk-24-listless-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,926,64
4237:0,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,0,64
4237:32,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,32,64
4237:64,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,64,64
4237:96,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,96,64
4237:128,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,128,64
4237:160,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,160,64
4237:192,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,192,64
4237:224,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,224,64
4237:256,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,256,64
4237:288,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,288,64
4237:320,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,320,64
4237:352,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,352,64
4237:384,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,384,64
4237:416,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,416,64
4237:448,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,448,64
4237:480,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,480,64
4237:512,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,512,64
4237:544,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,544,64
4237:576,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,576,64
4237:608,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,608,64
4237:640,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,640,64
4237:672,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,672,64
4237:704,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,704,64
4237:736,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,736,64
4237:768,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,768,64
4237:800,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,800,64
4237:832,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,832,64
4237:864,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,864,64
4237:896,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,896,64
4237:926,4237,Eyes_Japan_Dataset/kudo/walk-25-tired-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,926,64
4238:0,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,0,64
4238:32,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,32,64
4238:64,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,64,64
4238:96,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,96,64
4238:128,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,128,64
4238:160,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,160,64
4238:192,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,192,64
4238:224,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,224,64
4238:256,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,256,64
4238:288,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,288,64
4238:320,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,320,64
4238:352,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,352,64
4238:384,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,384,64
4238:416,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,416,64
4238:448,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,448,64
4238:480,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,480,64
4238:512,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,512,64
4238:544,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,544,64
4238:576,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,576,64
4238:608,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,608,64
4238:640,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,640,64
4238:672,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,672,64
4238:704,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,704,64
4238:736,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,736,64
4238:768,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,768,64
4238:800,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,800,64
4238:832,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,832,64
4238:864,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,864,64
4238:896,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,896,64
4238:926,4238,Eyes_Japan_Dataset/kudo/walk-26-exhausted-kudo_core11.npz,Eyes_Japan_Dataset::kudo,train,926,64
4239:0,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,0,64
4239:32,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,32,64
4239:64,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,64,64
4239:96,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,96,64
4239:128,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,128,64
4239:160,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,160,64
4239:192,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,192,64
4239:224,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,224,64
4239:256,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,256,64
4239:288,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,288,64
4239:320,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,320,64
4239:352,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,352,64
4239:384,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,384,64
4239:416,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,416,64
4239:448,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,448,64
4239:480,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,480,64
4239:512,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,512,64
4239:544,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,544,64
4239:576,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,576,64
4239:608,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,608,64
4239:640,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,640,64
4239:672,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,672,64
4239:704,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,704,64
4239:736,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,736,64
4239:768,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,768,64
4239:800,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,800,64
4239:832,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,832,64
4239:836,4239,Eyes_Japan_Dataset/shiono/accident-02-dodge fast-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,836,64
4240:0,4240,Eyes_Japan_Dataset/shiono/accident-03-damage head-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,0,64
4240:32,4240,Eyes_Japan_Dataset/shiono/accident-03-damage head-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,32,64
4240:64,4240,Eyes_Japan_Dataset/shiono/accident-03-damage head-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,64,64
4240:96,4240,Eyes_Japan_Dataset/shiono/accident-03-damage head-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,96,64
4240:128,4240,Eyes_Japan_Dataset/shiono/accident-03-damage head-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,128,64
4240:160,4240,Eyes_Japan_Dataset/shiono/accident-03-damage head-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,160,64
4240:192,4240,Eyes_Japan_Dataset/shiono/accident-03-damage head-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,192,64
4240:224,4240,Eyes_Japan_Dataset/shiono/accident-03-damage head-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,224,64
4240:256,4240,Eyes_Japan_Dataset/shiono/accident-03-damage head-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,256,64
4240:288,4240,Eyes_Japan_Dataset/shiono/accident-03-damage head-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,288,64
4240:320,4240,Eyes_Japan_Dataset/shiono/accident-03-damage head-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,320,64
4240:352,4240,Eyes_Japan_Dataset/shiono/accident-03-damage head-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,352,64
4240:384,4240,Eyes_Japan_Dataset/shiono/accident-03-damage head-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,384,64
4240:416,4240,Eyes_Japan_Dataset/shiono/accident-03-damage head-shiono_core11.npz,Eyes_Japan_Dataset::shiono,train,416,64
